EmployeeID,MeanDailyHours,StdDailyHours,WorkedDays
1,7.373650622605364,0.28322436713023436,232
2,7.718968926553672,0.313350907412726,236
3,7.013240358126722,0.3115511391897781,242
4,7.193678486997636,0.28413283284487706,235
5,8.006174603174603,0.3006564200435073,245
6,10.796095874355368,0.3062780195272168,237
7,6.923570402298851,0.32461158973280657,232
8,6.725620713305898,0.27854805942660005,243
9,7.236498792270532,0.31069952510621124,230
10,7.080087844254511,0.2904905463580698,234
11,8.403485477178423,0.3083233939115998,241
12,7.06895458736745,0.30973383319804865,241
13,9.301409509946627,0.2888632383707682,229
14,9.399931442080378,0.29226652785680335,235
15,6.089687644075611,0.28975386569140865,241
16,6.705174636661979,0.3172596432739161,237
17,6.619040626529613,0.31396253642597743,227
18,11.014328139114726,0.3096964342975209,246
19,6.960253831417624,0.314945915821745,232
20,9.293555796055795,0.2963884015180492,231
21,7.590778256704981,0.317876322859857,232
22,6.008613495469718,0.293009267321181,233
23,8.402108477011494,0.3029886705353011,232
24,6.8070052800734615,0.31558692057249155,242
25,7.093167388167388,0.32198743609614844,231
26,9.362002074688796,0.2812382254202835,241
27,10.977123430962342,0.29663324125421053,239
28,7.604444444444445,0.29583577896635016,236
29,10.97758573388203,0.31182146099505686,243
30,6.8312753623188405,0.2816235668075111,230
31,10.10940826330532,0.3076482089710234,238
32,6.709665977961433,0.2999596428160107,242
33,10.518214624881292,0.2988444964494485,234
34,6.182887517146776,0.2776026790150543,243
35,6.586388888888889,0.2984167125865238,240
36,10.272241379310344,0.30351823691183893,232
37,9.982733011937558,0.28585167345253143,242
38,5.979567632850242,0.29721337326768577,230
39,6.775967939304944,0.2921177931173167,227
40,7.690160390516039,0.3056256998247583,239
41,7.204732468123861,0.28454492995089237,244
42,7.594769503546099,0.3051429956720003,235
43,6.952642332415059,0.31785501531734117,242
44,7.008878472222222,0.3149531071288213,240
45,7.201573315118398,0.2958945645712391,244
46,7.172875,0.30817033367282526,240
47,7.636801418439716,0.3116720861036216,235
48,7.83278129395218,0.29618090891770216,237
49,6.974765051395008,0.3119167284795887,227
50,6.906424220272905,0.289615187777074,228
51,10.895463728191,0.3042054456932412,242
52,9.12566572902016,0.3031655721188994,237
53,6.831459786145978,0.2790618125054992,239
54,7.3160499058380415,0.31042324250489284,236
55,8.610798041894354,0.3115838921999741,244
56,6.784845288326301,0.2950064383650507,237
57,10.98609977324263,0.3159426398769555,245
58,7.68658467939305,0.30273527325213845,227
59,9.948856881572931,0.3131942908594044,243
60,7.905527661552766,0.3120189510407192,239
61,10.67241461748634,0.30162828552207793,244
62,10.496171548117156,0.29152064543500317,239
63,10.069261664261665,0.31270897252420343,231
64,6.607014174668496,0.2947691705712395,243
65,7.497914908579466,0.28329146581043246,237
66,10.727235717498877,0.2729194524850313,247
67,6.184816810344828,0.30135470770984446,232
68,6.609300048947627,0.27890628475187407,227
69,6.07624634502924,0.2804976538442188,228
70,9.971745709123757,0.2854873603251528,246
71,7.42145202020202,0.29175613048657995,242
72,6.493810013717422,0.28475273941552753,243
73,6.299470449172577,0.2845542656240089,235
74,9.316973304473304,0.2913385625814041,231
75,6.097862787356322,0.28795113254688326,232
76,7.217327264239029,0.2859770280849072,238
77,7.100070018365472,0.3020577499190228,242
78,9.914107744107744,0.2982920757272086,231
79,10.477788647342994,0.3013667810340339,230
80,6.906938633193864,0.29455124581162995,239
81,7.589092432950192,0.30339471163352477,232
82,6.079724499089253,0.29434181333727283,244
83,6.001112288135594,0.28698764661637066,236
84,8.983123278236915,0.30337051660835995,242
85,10.426184640522877,0.3131386822963049,238
86,8.387526183970856,0.2728097417986211,244
87,7.912038626609442,0.29151719521946,233
88,7.105291842475387,0.29158108857541104,237
89,9.68863319386332,0.2863867818652612,239
90,7.770347512784752,0.3013260125248706,239
91,6.284280356305673,0.29706475254841697,237
92,6.306108726752504,0.31475148592553465,233
93,8.831585038986354,0.31147633518457124,228
94,7.722377344877344,0.30367038294252935,231
95,7.317479732951836,0.27137361607337096,233
96,10.798262483130904,0.29561628875902135,247
97,10.40136394557823,0.304398250259148,245
98,5.994326703246457,0.3034083959339801,243
99,6.113110181311018,0.321777304474421,239
100,8.133578096539162,0.29798672109285396,244
101,7.306164990421457,0.3227369368620735,232
102,7.105030345471522,0.3052452368512965,238
103,6.327729314420804,0.2956968539244834,235
104,8.1285121602289,0.2861738073402625,233
105,7.98643255701116,0.2672601004984339,229
106,10.509096921596921,0.3066504556629196,231
107,7.993284030784031,0.29180222621727353,231
108,6.103653752436647,0.2760742462786244,228
109,7.587908917501192,0.28092136449258,233
110,6.890321256038647,0.30409371562924803,230
111,9.295999525166192,0.3191977828139923,234
112,10.806078364950316,0.2826356108226118,246
113,5.995219806763284,0.3117684071979395,230
114,7.788609977324263,0.2951812462886468,245
115,7.717707156308851,0.27487787766799116,236
116,6.189450379867046,0.28316996169657754,234
117,7.120614224137931,0.3245814917059362,232
118,7.825193287037037,0.2762058666416943,240
119,7.619401803118908,0.3080290881785042,228
120,6.002463200379867,0.27938634922793865,234
121,9.113126477541371,0.2968061611407184,235
122,8.684139595103579,0.3230686032698425,236
123,9.993131642512077,0.29296711066474496,230
124,6.900539923039923,0.2847968585269351,231
125,6.999357638888889,0.3041732805740809,240
